Mês/Ano;Estado;Qtd
abr/08;GO;19
mai/08;GO;15
jun/08;GO;25
jul/08;GO;23
ago/08;GO;23
set/08;GO;13
out/08;GO;22
nov/08;GO;20
dez/08;GO;26
jan/09;GO;31
fev/09;GO;21
mar/09;GO;24
abr/09;GO;28
mai/09;GO;34
jun/09;GO;27
jul/09;GO;42
ago/09;GO;50
set/09;GO;41
out/09;GO;39
nov/09;GO;53
dez/09;GO;30
jan/10;GO;25
fev/10;GO;32
mar/10;GO;30
abr/10;GO;42
mai/10;GO;41
jun/10;GO;24
jul/10;GO;38
ago/10;GO;57
set/10;GO;37
out/10;GO;31
nov/10;GO;41
dez/10;GO;38
jan/11;GO;19
fev/11;GO;45
mar/11;GO;40
abr/11;GO;63
mai/11;GO;39
jun/11;GO;46
jul/11;GO;34
ago/11;GO;35
set/11;GO;38
out/11;GO;36
nov/11;GO;35
dez/11;GO;30
jan/12;GO;45
fev/12;GO;58
mar/12;GO;53
abr/12;GO;55
mai/12;GO;38
jun/12;GO;54
jul/12;GO;49
ago/12;GO;59
set/12;GO;56
out/12;GO;50
nov/12;GO;68
dez/12;GO;51
jan/13;GO;68
fev/13;GO;61
mar/13;GO;64
abr/13;GO;46
mai/13;GO;60
jun/13;GO;82
jul/13;GO;88
ago/13;GO;91
set/13;GO;126
out/13;GO;138
nov/13;GO;109
dez/13;GO;78
jan/14;GO;97
fev/14;GO;91
mar/14;GO;122
abr/14;GO;115
mai/14;GO;88
jun/14;GO;82
jul/14;GO;107
ago/14;GO;147
set/14;GO;110
out/14;GO;97
nov/14;GO;113
dez/14;GO;78
jan/15;GO;114
fev/15;GO;94
mar/15;GO;94
abr/15;GO;80
mai/15;GO;65
jun/15;GO;73
jul/15;GO;100
ago/15;GO;105
set/15;GO;133
out/15;GO;98
nov/15;GO;101
dez/15;GO;83
jan/16;GO;88
fev/16;GO;83
mar/16;GO;83
abr/16;GO;66
mai/16;GO;75
jun/16;GO;114
jul/16;GO;101
ago/16;GO;145
set/16;GO;163
out/16;GO;147
nov/16;GO;119
dez/16;GO;103
jan/17;GO;134
fev/17;GO;137
mar/17;GO;132
abr/17;GO;139
mai/17;GO;142
jun/17;GO;118
jul/17;GO;146
ago/17;GO;153
set/17;GO;144
out/17;GO;159
nov/17;GO;164
dez/17;GO;143
jan/18;GO;135
fev/18;GO;137
mar/18;GO;156
abr/18;GO;118
mai/18;GO;149
jun/18;GO;157
jul/18;GO;167
ago/18;GO;175
set/18;GO;197
out/18;GO;195
nov/18;GO;203
dez/18;GO;190
jan/19;GO;204
fev/19;GO;213
mar/19;GO;208
abr/19;GO;175
mai/19;GO;220
jun/19;GO;211
jul/19;GO;201
ago/19;GO;264
set/19;GO;301
out/19;GO;321
nov/19;GO;304
dez/19;GO;251
jan/20;GO;241
fev/20;GO;227
mar/20;GO;223
abr/20;GO;114
mai/20;GO;3
jun/20;GO;0
jul/20;GO;1
ago/20;GO;0
set/20;GO;1
out/20;GO;0
nov/20;GO;1
dez/20;GO;22
jan/07;DF;0
fev/07;DF;0
mar/07;DF;1
abr/07;DF;0
mai/07;DF;0
jun/07;DF;0
jul/07;DF;0
ago/07;DF;0
set/07;DF;0
out/07;DF;0
nov/07;DF;0
dez/07;DF;0
jan/08;DF;1
fev/08;DF;0
mar/08;DF;0
abr/08;DF;0
mai/08;DF;0
jun/08;DF;0
jul/08;DF;0
ago/08;DF;0
set/08;DF;0
out/08;DF;0
nov/08;DF;0
dez/08;DF;0
jan/09;DF;0
fev/09;DF;0
mar/09;DF;0
abr/09;DF;0
mai/09;DF;0
jun/09;DF;1
jul/09;DF;0
ago/09;DF;2
set/09;DF;0
out/09;DF;0
nov/09;DF;1
dez/09;DF;1
jan/10;DF;1
fev/10;DF;1
mar/10;DF;0
abr/10;DF;0
mai/10;DF;0
jun/10;DF;0
jul/10;DF;1
ago/10;DF;0
set/10;DF;5
out/10;DF;18
nov/10;DF;15
dez/10;DF;27
jan/11;DF;25
fev/11;DF;23
mar/11;DF;30
abr/11;DF;29
mai/11;DF;21
jun/11;DF;36
jul/11;DF;23
ago/11;DF;19
set/11;DF;21
out/11;DF;15
nov/11;DF;26
dez/11;DF;46
jan/12;DF;53
fev/12;DF;53
mar/12;DF;77
abr/12;DF;108
mai/12;DF;51
jun/12;DF;50
jul/12;DF;34
ago/12;DF;41
set/12;DF;32
out/12;DF;50
nov/12;DF;32
dez/12;DF;50
jan/13;DF;69
fev/13;DF;66
mar/13;DF;50
abr/13;DF;87
mai/13;DF;90
jun/13;DF;93
jul/13;DF;121
ago/13;DF;147
set/13;DF;166
out/13;DF;144
nov/13;DF;138
dez/13;DF;101
jan/14;DF;130
fev/14;DF;93
mar/14;DF;121
abr/14;DF;93
mai/14;DF;56
jun/14;DF;42
jul/14;DF;36
ago/14;DF;50
set/14;DF;69
out/14;DF;62
nov/14;DF;61
dez/14;DF;50
jan/15;DF;59
fev/15;DF;50
mar/15;DF;30
abr/15;DF;49
mai/15;DF;41
jun/15;DF;48
jul/15;DF;69
ago/15;DF;69
set/15;DF;43
out/15;DF;50
nov/15;DF;64
dez/15;DF;46
jan/16;DF;63
fev/16;DF;69
mar/16;DF;61
abr/16;DF;48
mai/16;DF;79
jun/16;DF;64
jul/16;DF;67
ago/16;DF;65
set/16;DF;64
out/16;DF;76
nov/16;DF;64
dez/16;DF;59
jan/17;DF;76
fev/17;DF;69
mar/17;DF;82
abr/17;DF;68
mai/17;DF;72
jun/17;DF;90
jul/17;DF;69
ago/17;DF;116
set/17;DF;129
out/17;DF;140
nov/17;DF;111
dez/17;DF;104
jan/18;DF;126
fev/18;DF;120
mar/18;DF;121
abr/18;DF;124
mai/18;DF;142
jun/18;DF;152
jul/18;DF;138
ago/18;DF;169
set/18;DF;159
out/18;DF;188
nov/18;DF;173
dez/18;DF;167
jan/19;DF;185
fev/19;DF;168
mar/19;DF;195
abr/19;DF;167
mai/19;DF;193
jun/19;DF;166
jul/19;DF;204
ago/19;DF;261
set/19;DF;301
out/19;DF;333
nov/19;DF;290
dez/19;DF;282
jan/20;DF;269
fev/20;DF;127
mar/20;DF;0
abr/20;DF;0
mai/20;DF;0
jun/20;DF;0
jul/20;DF;0
ago/20;DF;0
set/20;DF;0
out/20;DF;0
nov/20;DF;0
dez/20;DF;18
